MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1931086	Tusc2	tumor suppressor 2, mitochondrial calcium regulator	9		regulation of mitochondrial membrane potential	regulates a function/process that happens in peritoneal cavity,regulates a function/process that happens in leukocyte		IMP	MGI:3706236 	J:187022 	
MGI:98888	Ubb	ubiquitin B	11		regulation of mitochondrial membrane potential			ISO	P0CG47 	J:141360 	
MGI:1932970	Ucn3	urocortin 3	13		positive regulation of membrane potential			ISO	RGD:1562213 	J:155856 	
MGI:109354	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)	7		regulation of mitochondrial membrane potential			IMP		J:187412 	
MGI:1342278	Unc13b	unc-13 homolog B	4		positive regulation of inhibitory postsynaptic potential			ISO	RGD:619723 	J:155856 	
MGI:2139607	Usp53	ubiquitin specific peptidase 53	3		action potential			IMP	MGI:3708452 	J:227841 	
MGI:99919	Vcp	valosin containing protein	4		positive regulation of mitochondrial membrane potential	happens in neuron,happens in astrocyte		IMP		J:222672 	
MGI:99919	Vcp	valosin containing protein	4		positive regulation of mitochondrial membrane potential			ISO	P55072 	J:164563 	
MGI:1337100	Wdr1	WD repeat domain 1	5		regulation of ventricular cardiac muscle cell membrane repolarization			IMP		J:211364 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		positive regulation of excitatory postsynaptic potential	happens in hippocampal neuron		IGI	Q9WVB9 	J:173542 	
MGI:98961	Wnt7a	wingless-type MMTV integration site family, member 7A	6		positive regulation of excitatory postsynaptic potential			ISO	O00755 	J:164563 	
MGI:1914144	Wwp2	WW domain containing E3 ubiquitin protein ligase 2	8		regulation of membrane potential			ISO	O00308 	J:164563 	
MGI:1333878	Xirp1	xin actin-binding repeat containing 1	9		regulation of membrane potential	happens in cardiac muscle tissue,has the participant cardiac muscle cell		IMP	MGI:3521795 	J:132079 	
MGI:894689	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	11		regulation of membrane repolarization			ISO	P62258 	J:164563 	
MGI:109194	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	5		membrane depolarization during action potential			ISO	Q04917 	J:164563 	
MGI:109194	Ywhah	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	5		membrane depolarization during action potential			ISS	Q04917 	J:122624 	
MGI:1890508	Zmpste24	zinc metallopeptidase, STE24	4		regulation of ventricular cardiac muscle cell membrane repolarization			IMP	MGI:2180033 	J:238852 	
MGI:1918025	Zmynd8	zinc finger, MYND-type containing 8	2		modulation of excitatory postsynaptic potential			ISO	RGD:1309544 	J:155856 	

